TBLID,GEOID,GEONAME,PROFLN,TITLE,ESTIMATE_1,MG_ERROR_1,ESTIMATE_2,MG_ERROR_2,ESTIMATE_3,MG_ERROR_3,ESTIMATE_4,MG_ERROR_4,ESTIMATE_5,MG_ERROR_5,ESTIMATE_6,MG_ERROR_6,ESTIMATE_7,MG_ERROR_7,ESTIMATE_8,MG_ERROR_8,OCC_CODE,OCC_DESCRIPTION
EEOALL10W,C2100US,United States - Place of Work,18.9,"Total, both sexes",,,,,,,,,,,,,,,,,1720,Chemists and materials scientists
EEOALL10W,C2100US,United States - Place of Work,19,Number,"8,135",+/-626,350,+/-133,"5,425",+/-465,430,+/-135,10,+/-15,"1,800",+/-241,0,+/-27,120,+/-64,1720,Chemists and materials scientists
EEOALL10W,C2100US,United States - Place of Work,20,Percent,9.3,+/-0.7,0.4,+/-0.1,6.2,+/-0.5,0.5,+/-0.2,0,+/-0.1,2.1,+/-0.3,0,+/-0.1,0.1,+/-0.1,1720,Chemists and materials scientists
EEOALL10W,C2100US,United States - Place of Work,20.9,Male,,,,,,,,,,,,,,,,,1720,Chemists and materials scientists
EEOALL10W,C2100US,United States - Place of Work,21,Number,"5,160",+/-469,250,+/-112,"3,635",+/-379,230,+/-95,10,+/-15,950,+/-189,0,+/-27,85,+/-51,1720,Chemists and materials scientists
EEOALL10W,C2100US,United States - Place of Work,22,Percent,5.9,+/-0.5,0.3,+/-0.1,4.2,+/-0.4,0.3,+/-0.1,0,+/-0.1,1.1,+/-0.2,0,+/-0.1,0.1,+/-0.1,1720,Chemists and materials scientists
EEOALL10W,C2100US,United States - Place of Work,22.9,Female,,,,,,,,,,,,,,,,,1720,Chemists and materials scientists
EEOALL10W,C2100US,United States - Place of Work,23,Number,"2,980",+/-433,100,+/-65,"1,790",+/-315,200,+/-121,0,+/-27,850,+/-188,0,+/-27,35,+/-42,1720,Chemists and materials scientists
EEOALL10W,C2100US,United States - Place of Work,24,Percent,3.4,+/-0.5,0.1,+/-0.1,2.1,+/-0.4,0.2,+/-0.1,0,+/-0.1,1,+/-0.2,0,+/-0.1,0,+/-0.1,1720,Chemists and materials scientists
EEOALL10W,C2100US,United States - Place of Work,24.8,55 to 59 years,,,,,,,,,,,,,,,,,1720,Chemists and materials scientists
EEOALL10W,C2100US,United States - Place of Work,24.9,"Total, both sexes",,,,,,,,,,,,,,,,,1720,Chemists and materials scientists
EEOALL10W,C2100US,United States - Place of Work,25,Number,"7,990",+/-700,385,+/-127,"5,415",+/-512,455,+/-155,0,+/-27,"1,645",+/-269,0,+/-27,90,+/-60,1720,Chemists and materials scientists
EEOALL10W,C2100US,United States - Place of Work,26,Percent,9.2,+/-0.8,0.4,+/-0.1,6.2,+/-0.6,0.5,+/-0.2,0,+/-0.1,1.9,+/-0.3,0,+/-0.1,0.1,+/-0.1,1720,Chemists and materials scientists
EEOALL10W,C2100US,United States - Place of Work,26.9,Male,,,,,,,,,,,,,,,,,1720,Chemists and materials scientists
EEOALL10W,C2100US,United States - Place of Work,27,Number,"5,180",+/-473,235,+/-99,"3,775",+/-384,225,+/-122,0,+/-27,905,+/-168,0,+/-27,45,+/-38,1720,Chemists and materials scientists
EEOALL10W,C2100US,United States - Place of Work,28,Percent,6,+/-0.6,0.3,+/-0.1,4.3,+/-0.5,0.3,+/-0.1,0,+/-0.1,1,+/-0.2,0,+/-0.1,0.1,+/-0.1,1720,Chemists and materials scientists
EEOALL10W,C2100US,United States - Place of Work,28.9,Female,,,,,,,,,,,,,,,,,1720,Chemists and materials scientists
EEOALL10W,C2100US,United States - Place of Work,29,Number,"2,810",+/-382,150,+/-79,"1,640",+/-258,230,+/-99,0,+/-27,745,+/-189,0,+/-27,45,+/-42,1720,Chemists and materials scientists
EEOALL10W,C2100US,United States - Place of Work,30,Percent,3.2,+/-0.4,0.2,+/-0.1,1.9,+/-0.3,0.3,+/-0.1,0,+/-0.1,0.9,+/-0.2,0,+/-0.1,0.1,+/-0.1,1720,Chemists and materials scientists
EEOALL10W,C2100US,United States - Place of Work,30.8,60 to 69 years,,,,,,,,,,,,,,,,,1720,Chemists and materials scientists
EEOALL10W,C2100US,United States - Place of Work,30.9,"Total, both sexes",,,,,,,,,,,,,,,,,1720,Chemists and materials scientists
EEOALL10W,C2100US,United States - Place of Work,31,Number,"8,680",+/-507,270,+/-84,"6,465",+/-484,435,+/-145,10,+/-15,"1,480",+/-310,4,+/-2,20,+/-20,1720,Chemists and materials scientists
EEOALL10W,C2100US,United States - Place of Work,32,Percent,10,+/-0.6,0.3,+/-0.1,7.4,+/-0.6,0.5,+/-0.2,0,+/-0.1,1.7,+/-0.4,0,+/-0.1,0,+/-0.1,1720,Chemists and materials scientists
EEOALL10W,C2100US,United States - Place of Work,32.9,Male,,,,,,,,,,,,,,,,,1720,Chemists and materials scientists
EEOALL10W,C2100US,United States - Place of Work,33,Number,"6,640",+/-507,160,+/-68,"5,175",+/-458,290,+/-119,10,+/-15,990,+/-284,4,+/-2,15,+/-18,1720,Chemists and materials scientists
EEOALL10W,C2100US,United States - Place of Work,34,Percent,7.6,+/-0.6,0.2,+/-0.1,5.9,+/-0.5,0.3,+/-0.1,0,+/-0.1,1.1,+/-0.3,0,+/-0.1,0,+/-0.1,1720,Chemists and materials scientists
EEOALL10W,C2100US,United States - Place of Work,34.9,Female,,,,,,,,,,,,,,,,,1720,Chemists and materials scientists
EEOALL10W,C2100US,United States - Place of Work,35,Number,"2,040",+/-224,110,+/-59,"1,290",+/-175,145,+/-89,0,+/-27,490,+/-121,0,+/-27,4,+/-10,1720,Chemists and materials scientists
EEOALL10W,C2100US,United States - Place of Work,36,Percent,2.3,+/-0.3,0.1,+/-0.1,1.5,+/-0.2,0.2,+/-0.1,0,+/-0.1,0.6,+/-0.1,0,+/-0.1,0,+/-0.1,1720,Chemists and materials scientists
EEOALL10W,C2100US,United States - Place of Work,36.8,70 years and over,,,,,,,,,,,,,,,,,1720,Chemists and materials scientists
EEOALL10W,C2100US,United States - Place of Work,36.9,"Total, both sexes",,,,,,,,,,,,,,,,,1720,Chemists and materials scientists
EEOALL10W,C2100US,United States - Place of Work,37,Number,"1,360",+/-255,70,+/-60,965,+/-221,60,+/-54,0,+/-27,265,+/-87,0,+/-27,0,+/-27,1720,Chemists and materials scientists
EEOALL10W,C2100US,United States - Place of Work,38,Percent,1.6,+/-0.3,0.1,+/-0.1,1.1,+/-0.3,0.1,+/-0.1,0,+/-0.1,0.3,+/-0.1,0,+/-0.1,0,+/-0.1,1720,Chemists and materials scientists
EEOALL10W,C2100US,United States - Place of Work,38.9,Male,,,,,,,,,,,,,,,,,1720,Chemists and materials scientists
EEOALL10W,C2100US,United States - Place of Work,39,Number,"1,150",+/-236,15,+/-20,855,+/-214,60,+/-54,0,+/-27,220,+/-81,0,+/-27,0,+/-27,1720,Chemists and materials scientists
EEOALL10W,C2100US,United States - Place of Work,40,Percent,1.3,+/-0.3,0,+/-0.1,1,+/-0.2,0.1,+/-0.1,0,+/-0.1,0.3,+/-0.1,0,+/-0.1,0,+/-0.1,1720,Chemists and materials scientists
EEOALL10W,C2100US,United States - Place of Work,40.9,Female,,,,,,,,,,,,,,,,,1720,Chemists and materials scientists
EEOALL10W,C2100US,United States - Place of Work,41,Number,210,+/-78,55,+/-55,105,+/-54,0,+/-27,0,+/-27,45,+/-45,0,+/-27,0,+/-27,1720,Chemists and materials scientists
EEOALL10W,C2100US,United States - Place of Work,42,Percent,0.2,+/-0.1,0.1,+/-0.1,0.1,+/-0.1,0,+/-0.1,0,+/-0.1,0.1,+/-0.1,0,+/-0.1,0,+/-0.1,1720,Chemists and materials scientists
EEOALL10W,C2100US,United States - Place of Work,0.8,16 to 39 years,,,,,,,,,,,,,,,,,1745,Environmental scientists and geoscientists
EEOALL10W,C2100US,United States - Place of Work,0.9,"Total, both sexes",,,,,,,,,,,,,,,,,1745,Environmental scientists and geoscientists
EEOALL10W,C2100US,United States - Place of Work,1,Number,"31,800","+/-1,311","2,130",+/-359,"26,315","+/-1,167",790,+/-216,150,+/-87,"1,625",+/-305,4,+/-10,785,+/-181,1745,Environmental scientists and geoscientists
EEOALL10W,C2100US,United States - Place of Work,2,Percent,44.3,+/-1.2,3,+/-0.5,36.6,+/-1.2,1.1,+/-0.3,0.2,+/-0.1,2.3,+/-0.4,0,+/-0.1,1.1,+/-0.2,1745,Environmental scientists and geoscientists
EEOALL10W,C2100US,United States - Place of Work,2.9,Male,,,,,,,,,,,,,,,,,1745,Environmental scientists and geoscientists
EEOALL10W,C2100US,United States - Place of Work,3,Number,"18,775","+/-1,023","1,120",+/-298,"15,785",+/-858,385,+/-165,60,+/-49,865,+/-200,4,+/-10,555,+/-160,1745,Environmental scientists and geoscientists
EEOALL10W,C2100US,United States - Place of Work,4,Percent,26.1,+/-1.2,1.6,+/-0.4,22,+/-1.0,0.5,+/-0.2,0.1,+/-0.1,1.2,+/-0.3,0,+/-0.1,0.8,+/-0.2,1745,Environmental scientists and geoscientists
EEOALL10W,C2100US,United States - Place of Work,4.9,Female,,,,,,,,,,,,,,,,,1745,Environmental scientists and geoscientists
EEOALL10W,C2100US,United States - Place of Work,5,Number,"13,025",+/-708,"1,010",+/-208,"10,530",+/-716,405,+/-149,85,+/-72,765,+/-227,0,+/-27,230,+/-88,1745,Environmental scientists and geoscientists
EEOALL10W,C2100US,United States - Place of Work,6,Percent,18.1,+/-0.8,1.4,+/-0.3,14.7,+/-0.9,0.6,+/-0.2,0.1,+/-0.1,1.1,+/-0.3,0,+/-0.1,0.3,+/-0.1,1745,Environmental scientists and geoscientists
EEOALL10W,C2100US,United States - Place of Work,6.8,40 to 44 years,,,,,,,,,,,,,,,,,1745,Environmental scientists and geoscientists
EEOALL10W,C2100US,United States - Place of Work,6.9,"Total, both sexes",,,,,,,,,,,,,,,,,1745,Environmental scientists and geoscientists
EEOALL10W,C2100US,United States - Place of Work,7,Number,"7,855",+/-626,395,+/-129,"6,510",+/-597,315,+/-135,30,+/-26,445,+/-155,10,+/-15,150,+/-76,1745,Environmental scientists and geoscientists
EEOALL10W,C2100US,United States - Place of Work,8,Percent,10.9,+/-0.7,0.5,+/-0.2,9.1,+/-0.7,0.4,+/-0.2,0,+/-0.1,0.6,+/-0.2,0,+/-0.1,0.2,+/-0.1,1745,Environmental scientists and geoscientists
EEOALL10W,C2100US,United States - Place of Work,8.9,Male,,,,,,,,,,,,,,,,,1745,Environmental scientists and geoscientists
EEOALL10W,C2100US,United States - Place of Work,9,Number,"5,205",+/-516,220,+/-98,"4,370",+/-483,180,+/-119,4,+/-14,355,+/-142,0,+/-27,75,+/-53,1745,Environmental scientists and geoscientists
EEOALL10W,C2100US,United States - Place of Work,10,Percent,7.2,+/-0.6,0.3,+/-0.1,6.1,+/-0.6,0.3,+/-0.2,0,+/-0.1,0.5,+/-0.2,0,+/-0.1,0.1,+/-0.1,1745,Environmental scientists and geoscientists
EEOALL10W,C2100US,United States - Place of Work,10.9,Female,,,,,,,,,,,,,,,,,1745,Environmental scientists and geoscientists
EEOALL10W,C2100US,United States - Place of Work,11,Number,"2,650",+/-271,175,+/-95,"2,140",+/-279,135,+/-81,20,+/-25,90,+/-53,10,+/-15,80,+/-56,1745,Environmental scientists and geoscientists
EEOALL10W,C2100US,United States - Place of Work,12,Percent,3.7,+/-0.4,0.2,+/-0.1,3,+/-0.4,0.2,+/-0.1,0,+/-0.1,0.1,+/-0.1,0,+/-0.1,0.1,+/-0.1,1745,Environmental scientists and geoscientists
EEOALL10W,C2100US,United States - Place of Work,12.8,45 to 49 years,,,,,,,,,,,,,,,,,1745,Environmental scientists and geoscientists
EEOALL10W,C2100US,United States - Place of Work,12.9,"Total, both sexes",,,,,,,,,,,,,,,,,1745,Environmental scientists and geoscientists
EEOALL10W,C2100US,United States - Place of Work,13,Number,"7,025",+/-510,295,+/-112,"5,705",+/-502,470,+/-183,40,+/-34,380,+/-198,0,+/-27,135,+/-76,1745,Environmental scientists and geoscientists
EEOALL10W,C2100US,United States - Place of Work,14,Percent,9.8,+/-0.7,0.4,+/-0.2,7.9,+/-0.7,0.7,+/-0.3,0.1,+/-0.1,0.5,+/-0.3,0,+/-0.1,0.2,+/-0.1,1745,Environmental scientists and geoscientists
EEOALL10W,C2100US,United States - Place of Work,14.9,Male,,,,,,,,,,,,,,,,,1745,Environmental scientists and geoscientists
EEOALL10W,C2100US,United States - Place of Work,15,Number,"4,940",+/-492,195,+/-99,"4,000",+/-458,320,+/-151,25,+/-30,270,+/-173,0,+/-27,130,+/-74,1745,Environmental scientists and geoscientists
EEOALL10W,C2100US,United States - Place of Work,16,Percent,6.9,+/-0.7,0.3,+/-0.1,5.6,+/-0.6,0.4,+/-0.2,0,+/-0.1,0.4,+/-0.2,0,+/-0.1,0.2,+/-0.1,1745,Environmental scientists and geoscientists
EEOALL10W,C2100US,United States - Place of Work,16.9,Female,,,,,,,,,,,,,,,,,1745,Environmental scientists and geoscientists
EEOALL10W,C2100US,United States - Place of Work,17,Number,"2,085",+/-225,100,+/-49,"1,710",+/-226,150,+/-123,10,+/-16,105,+/-65,0,+/-27,4,+/-7,1745,Environmental scientists and geoscientists
EEOALL10W,C2100US,United States - Place of Work,18,Percent,2.9,+/-0.3,0.1,+/-0.1,2.4,+/-0.3,0.2,+/-0.2,0,+/-0.1,0.1,+/-0.1,0,+/-0.1,0,+/-0.1,1745,Environmental scientists and geoscientists
EEOALL10W,C2100US,United States - Place of Work,18.8,50 to 54 years,,,,,,,,,,,,,,,,,1745,Environmental scientists and geoscientists
EEOALL10W,C2100US,United States - Place of Work,18.9,"Total, both sexes",,,,,,,,,,,,,,,,,1745,Environmental scientists and geoscientists
EEOALL10W,C2100US,United States - Place of Work,19,Number,"6,450",+/-465,300,+/-126,"5,575",+/-433,150,+/-79,4,+/-27,325,+/-119,0,+/-27,95,+/-78,1745,Environmental scientists and geoscientists
EEOALL10W,C2100US,United States - Place of Work,20,Percent,9,+/-0.6,0.4,+/-0.2,7.8,+/-0.6,0.2,+/-0.1,0,+/-0.1,0.5,+/-0.2,0,+/-0.1,0.1,+/-0.1,1745,Environmental scientists and geoscientists
EEOALL10W,C2100US,United States - Place of Work,20.9,Male,,,,,,,,,,,,,,,,,1745,Environmental scientists and geoscientists
EEOALL10W,C2100US,United States - Place of Work,21,Number,"4,595",+/-394,135,+/-97,"4,065",+/-399,115,+/-80,4,+/-27,205,+/-93,0,+/-27,65,+/-64,1745,Environmental scientists and geoscientists
EEOALL10W,C2100US,United States - Place of Work,22,Percent,6.4,+/-0.5,0.2,+/-0.1,5.7,+/-0.5,0.2,+/-0.1,0,+/-0.1,0.3,+/-0.1,0,+/-0.1,0.1,+/-0.1,1745,Environmental scientists and geoscientists
EEOALL10W,C2100US,United States - Place of Work,22.9,Female,,,,,,,,,,,,,,,,,1745,Environmental scientists and geoscientists
EEOALL10W,C2100US,United States - Place of Work,23,Number,"1,850",+/-233,165,+/-83,"1,505",+/-211,35,+/-31,0,+/-27,115,+/-64,0,+/-27,30,+/-30,1745,Environmental scientists and geoscientists
EEOALL10W,C2100US,United States - Place of Work,24,Percent,2.6,+/-0.3,0.2,+/-0.1,2.1,+/-0.3,0,+/-0.1,0,+/-0.1,0.2,+/-0.1,0,+/-0.1,0,+/-0.1,1745,Environmental scientists and geoscientists
EEOALL10W,C2100US,United States - Place of Work,24.8,55 to 59 years,,,,,,,,,,,,,,,,,1745,Environmental scientists and geoscientists
EEOALL10W,C2100US,United States - Place of Work,24.9,"Total, both sexes",,,,,,,,,,,,,,,,,1745,Environmental scientists and geoscientists
EEOALL10W,C2100US,United States - Place of Work,25,Number,"7,970",+/-570,190,+/-83,"7,235",+/-539,125,+/-71,60,+/-50,260,+/-100,0,+/-27,100,+/-65,1745,Environmental scientists and geoscientists
EEOALL10W,C2100US,United States - Place of Work,26,Percent,11.1,+/-0.8,0.3,+/-0.1,10.1,+/-0.8,0.2,+/-0.1,0.1,+/-0.1,0.4,+/-0.1,0,+/-0.1,0.1,+/-0.1,1745,Environmental scientists and geoscientists
EEOALL10W,C2100US,United States - Place of Work,26.9,Male,,,,,,,,,,,,,,,,,1745,Environmental scientists and geoscientists
EEOALL10W,C2100US,United States - Place of Work,27,Number,"6,130",+/-499,175,+/-82,"5,535",+/-485,50,+/-38,55,+/-49,220,+/-96,0,+/-27,95,+/-66,1745,Environmental scientists and geoscientists
EEOALL10W,C2100US,United States - Place of Work,28,Percent,8.5,+/-0.7,0.2,+/-0.1,7.7,+/-0.7,0.1,+/-0.1,0.1,+/-0.1,0.3,+/-0.1,0,+/-0.1,0.1,+/-0.1,1745,Environmental scientists and geoscientists
EEOALL10W,C2100US,United States - Place of Work,28.9,Female,,,,,,,,,,,,,,,,,1745,Environmental scientists and geoscientists
EEOALL10W,C2100US,United States - Place of Work,29,Number,"1,840",+/-268,15,+/-21,"1,700",+/-251,75,+/-61,4,+/-3,40,+/-45,0,+/-27,4,+/-11,1745,Environmental scientists and geoscientists
EEOALL10W,C2100US,United States - Place of Work,30,Percent,2.6,+/-0.4,0,+/-0.1,2.4,+/-0.4,0.1,+/-0.1,0,+/-0.1,0.1,+/-0.1,0,+/-0.1,0,+/-0.1,1745,Environmental scientists and geoscientists
EEOALL10W,C2100US,United States - Place of Work,30.8,60 to 69 years,,,,,,,,,,,,,,,,,1745,Environmental scientists and geoscientists
EEOALL10W,C2100US,United States - Place of Work,30.9,"Total, both sexes",,,,,,,,,,,,,,,,,1745,Environmental scientists and geoscientists
EEOALL10W,C2100US,United States - Place of Work,31,Number,"9,275",+/-538,155,+/-79,"8,415",+/-503,285,+/-136,20,+/-21,350,+/-98,15,+/-29,45,+/-32,1745,Environmental scientists and geoscientists
EEOALL10W,C2100US,United States - Place of Work,32,Percent,12.9,+/-0.8,0.2,+/-0.1,11.7,+/-0.7,0.4,+/-0.2,0,+/-0.1,0.5,+/-0.1,0,+/-0.1,0.1,+/-0.1,1745,Environmental scientists and geoscientists
EEOALL10W,C2100US,United States - Place of Work,32.9,Male,,,,,,,,,,,,,,,,,1745,Environmental scientists and geoscientists
EEOALL10W,C2100US,United States - Place of Work,33,Number,"7,665",+/-530,65,+/-46,"7,055",+/-493,165,+/-114,15,+/-19,310,+/-95,15,+/-29,45,+/-32,1745,Environmental scientists and geoscientists
EEOALL10W,C2100US,United States - Place of Work,34,Percent,10.7,+/-0.7,0.1,+/-0.1,9.8,+/-0.7,0.2,+/-0.2,0,+/-0.1,0.4,+/-0.1,0,+/-0.1,0.1,+/-0.1,1745,Environmental scientists and geoscientists
EEOALL10W,C2100US,United States - Place of Work,34.9,Female,,,,,,,,,,,,,,,,,1745,Environmental scientists and geoscientists
EEOALL10W,C2100US,United States - Place of Work,35,Number,"1,610",+/-256,90,+/-66,"1,355",+/-235,120,+/-67,4,+/-27,40,+/-38,0,+/-27,0,+/-27,1745,Environmental scientists and geoscientists
EEOALL10W,C2100US,United States - Place of Work,36,Percent,2.2,+/-0.4,0.1,+/-0.1,1.9,+/-0.3,0.2,+/-0.1,0,+/-0.1,0.1,+/-0.1,0,+/-0.1,0,+/-0.1,1745,Environmental scientists and geoscientists
EEOALL10W,C2100US,United States - Place of Work,36.8,70 years and over,,,,,,,,,,,,,,,,,1745,Environmental scientists and geoscientists
EEOALL10W,C2100US,United States - Place of Work,36.9,"Total, both sexes",,,,,,,,,,,,,,,,,1745,Environmental scientists and geoscientists
EEOALL10W,C2100US,United States - Place of Work,37,Number,"1,450",+/-250,40,+/-47,"1,335",+/-241,20,+/-23,0,+/-27,50,+/-38,0,+/-27,0,+/-27,1745,Environmental scientists and geoscientists
EEOALL10W,C2100US,United States - Place of Work,38,Percent,2,+/-0.3,0.1,+/-0.1,1.9,+/-0.3,0,+/-0.1,0,+/-0.1,0.1,+/-0.1,0,+/-0.1,0,+/-0.1,1745,Environmental scientists and geoscientists
EEOALL10W,C2100US,United States - Place of Work,38.9,Male,,,,,,,,,,,,,,,,,1745,Environmental scientists and geoscientists
EEOALL10W,C2100US,United States - Place of Work,39,Number,"1,355",+/-233,40,+/-47,"1,260",+/-226,4,+/-10,0,+/-27,50,+/-38,0,+/-27,0,+/-27,1745,Environmental scientists and geoscientists
EEOALL10W,C2100US,United States - Place of Work,40,Percent,1.9,+/-0.3,0.1,+/-0.1,1.8,+/-0.3,0,+/-0.1,0,+/-0.1,0.1,+/-0.1,0,+/-0.1,0,+/-0.1,1745,Environmental scientists and geoscientists
EEOALL10W,C2100US,United States - Place of Work,40.9,Female,,,,,,,,,,,,,,,,,1745,Environmental scientists and geoscientists
EEOALL10W,C2100US,United States - Place of Work,41,Number,95,+/-56,0,+/-27,80,+/-57,15,+/-22,0,+/-27,0,+/-27,0,+/-27,0,+/-27,1745,Environmental scientists and geoscientists
EEOALL10W,C2100US,United States - Place of Work,42,Percent,0.1,+/-0.1,0,+/-0.1,0.1,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,1745,Environmental scientists and geoscientists
EEOALL10W,C2100US,United States - Place of Work,0.8,16 to 39 years,,,,,,,,,,,,,,,,,1760,"Physical scientists, all other"
EEOALL10W,C2100US,United States - Place of Work,0.9,"Total, both sexes",,,,,,,,,,,,,,,,,1760,"Physical scientists, all other"
EEOALL10W,C2100US,United States - Place of Work,1,Number,"133,410","+/-2,744","9,115",+/-733,"78,660","+/-1,835","4,775",+/-606,220,+/-113,"36,845","+/-1,429",305,+/-144,"3,490",+/-424,1760,"Physical scientists, all other"
EEOALL10W,C2100US,United States - Place of Work,2,Percent,55.9,+/-0.6,3.8,+/-0.3,32.9,+/-0.6,2,+/-0.2,0.1,+/-0.1,15.4,+/-0.5,0.1,+/-0.1,1.5,+/-0.2,1760,"Physical scientists, all other"
EEOALL10W,C2100US,United States - Place of Work,2.9,Male,,,,,,,,,,,,,,,,,1760,"Physical scientists, all other"
EEOALL10W,C2100US,United States - Place of Work,3,Number,"75,580","+/-2,057","4,795",+/-557,"43,715","+/-1,327","2,130",+/-454,70,+/-60,"22,755","+/-1,056",185,+/-119,"1,930",+/-312,1760,"Physical scientists, all other"
EEOALL10W,C2100US,United States - Place of Work,4,Percent,31.7,+/-0.7,2,+/-0.2,18.3,+/-0.5,0.9,+/-0.2,0,+/-0.1,9.5,+/-0.4,0.1,+/-0.1,0.8,+/-0.1,1760,"Physical scientists, all other"
EEOALL10W,C2100US,United States - Place of Work,4.9,Female,,,,,,,,,,,,,,,,,1760,"Physical scientists, all other"
EEOALL10W,C2100US,United States - Place of Work,5,Number,"57,830","+/-1,752","4,320",+/-556,"34,945","+/-1,219","2,640",+/-384,150,+/-93,"14,090",+/-801,125,+/-76,"1,560",+/-267,1760,"Physical scientists, all other"
EEOALL10W,C2100US,United States - Place of Work,6,Percent,24.2,+/-0.6,1.8,+/-0.2,14.6,+/-0.5,1.1,+/-0.2,0.1,+/-0.1,5.9,+/-0.3,0.1,+/-0.1,0.7,+/-0.1,1760,"Physical scientists, all other"
EEOALL10W,C2100US,United States - Place of Work,6.8,40 to 44 years,,,,,,,,,,,,,,,,,1760,"Physical scientists, all other"
EEOALL10W,C2100US,United States - Place of Work,6.9,"Total, both sexes",,,,,,,,,,,,,,,,,1760,"Physical scientists, all other"
EEOALL10W,C2100US,United States - Place of Work,7,Number,"28,055","+/-1,241","1,005",+/-235,"16,790",+/-920,"1,050",+/-309,15,+/-19,"8,650",+/-696,10,+/-13,540,+/-170,1760,"Physical scientists, all other"
EEOALL10W,C2100US,United States - Place of Work,8,Percent,11.7,+/-0.5,0.4,+/-0.1,7,+/-0.4,0.4,+/-0.1,0,+/-0.1,3.6,+/-0.3,0,+/-0.1,0.2,+/-0.1,1760,"Physical scientists, all other"
EEOALL10W,C2100US,United States - Place of Work,8.9,Male,,,,,,,,,,,,,,,,,1760,"Physical scientists, all other"
EEOALL10W,C2100US,United States - Place of Work,9,Number,"16,065",+/-793,590,+/-177,"9,515",+/-605,655,+/-248,15,+/-19,"4,950",+/-447,10,+/-13,330,+/-132,1760,"Physical scientists, all other"
EEOALL10W,C2100US,United States - Place of Work,10,Percent,6.7,+/-0.3,0.2,+/-0.1,4,+/-0.2,0.3,+/-0.1,0,+/-0.1,2.1,+/-0.2,0,+/-0.1,0.1,+/-0.1,1760,"Physical scientists, all other"
EEOALL10W,C2100US,United States - Place of Work,10.9,Female,,,,,,,,,,,,,,,,,1760,"Physical scientists, all other"
EEOALL10W,C2100US,United States - Place of Work,11,Number,"11,995",+/-741,415,+/-141,"7,270",+/-587,400,+/-138,0,+/-27,"3,700",+/-420,0,+/-27,210,+/-103,1760,"Physical scientists, all other"
EEOALL10W,C2100US,United States - Place of Work,12,Percent,5,+/-0.3,0.2,+/-0.1,3,+/-0.2,0.2,+/-0.1,0,+/-0.1,1.5,+/-0.2,0,+/-0.1,0.1,+/-0.1,1760,"Physical scientists, all other"
EEOALL10W,C2100US,United States - Place of Work,12.8,45 to 49 years,,,,,,,,,,,,,,,,,1760,"Physical scientists, all other"
EEOALL10W,C2100US,United States - Place of Work,12.9,"Total, both sexes",,,,,,,,,,,,,,,,,1760,"Physical scientists, all other"
EEOALL10W,C2100US,United States - Place of Work,13,Number,"21,930",+/-904,"1,220",+/-186,"13,280",+/-837,"1,005",+/-275,4,+/-12,"5,935",+/-454,10,+/-15,475,+/-152,1760,"Physical scientists, all other"
EEOALL10W,C2100US,United States - Place of Work,14,Percent,9.2,+/-0.4,0.5,+/-0.1,5.6,+/-0.3,0.4,+/-0.1,0,+/-0.1,2.5,+/-0.2,0,+/-0.1,0.2,+/-0.1,1760,"Physical scientists, all other"
EEOALL10W,C2100US,United States - Place of Work,14.9,Male,,,,,,,,,,,,,,,,,1760,"Physical scientists, all other"
EEOALL10W,C2100US,United States - Place of Work,15,Number,"12,885",+/-689,790,+/-155,"7,635",+/-589,480,+/-212,0,+/-27,"3,730",+/-366,10,+/-15,240,+/-87,1760,"Physical scientists, all other"
EEOALL10W,C2100US,United States - Place of Work,16,Percent,5.4,+/-0.3,0.3,+/-0.1,3.2,+/-0.2,0.2,+/-0.1,0,+/-0.1,1.6,+/-0.2,0,+/-0.1,0.1,+/-0.1,1760,"Physical scientists, all other"
EEOALL10W,C2100US,United States - Place of Work,16.9,Female,,,,,,,,,,,,,,,,,1760,"Physical scientists, all other"
